Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 44, nFeatures = 150

feature |          frame
     96 | (194.0,285.0)= 5755 (199.1,276.5)=    0 (199.7,268.6)=    0 (202.8,259.6)=    0 (204.5,252.9)=    0 (199.3,250.7)=    0 (205.1,258.4)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     97 | (190.0,228.0)= 5748 (195.2,218.7)=    0 (195.4,210.4)=    0 (198.7,200.7)=    0 (200.5,193.6)=    0 (194.8,190.9)=    0 (200.4,199.5)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     98 | (195.0,238.0)= 5712 (200.3,228.9)=    0 (200.8,220.6)=    0 (203.7,211.1)=    0 (205.6,203.9)=    0 (200.1,201.3)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     99 | (176.0,315.0)= 5683 (180.8,306.9)=    0 (181.2,299.1)=    0 (184.2,290.2)=    0 (186.2,283.7)=    0 (180.8,282.1)=    0 (168.3,284.5)=    0 (151.6,284.7)=    0 (137.2,288.8)=    0 (117.6,293.6)=    0 ( 96.5,299.2)=    0 ( 75.8,305.4)=    0 ( 55.4,305.7)=    0 ( 28.8,302.9)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    100 | (454.0,557.0)= 5681 (459.6,551.1)=    0 (461.4,545.8)=    0 (465.0,538.6)=    0 (468.3,533.5)=    0 (466.7,533.3)=    0 (457.8,535.9)=    0 (446.5,537.4)=    0 (436.3,541.7)=    0 (422.4,547.3)=    0 (434.9,541.8)=    0 (445.9,535.5)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    101 | (174.0,287.0)= 5631 (179.0,278.4)=    0 (179.4,270.5)=    0 (182.3,261.4)=    0 (184.2,254.6)=    0 (178.6,252.7)=    0 (165.7,255.2)=    0 (148.8,255.1)=    0 (134.1,259.2)=    0 (114.1,263.6)=    0 ( 92.2,269.1)=    0 ( 71.1,275.2)=    0 ( 50.4,275.2)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    102 | (278.0,578.0)= 5384 (282.6,571.6)=    0 (282.9,565.9)=    0 (285.7,558.4)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    103 | (196.0,268.0)= 5378 (201.2,259.5)=    0 (201.7,251.4)=    0 (204.9,242.2)=    0 (206.8,235.3)=    0 (201.4,232.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    104 | (169.0,530.0)= 5348 (173.3,523.1)=    0 (173.6,516.8)=    0 (176.6,509.1)=    0 (178.9,503.7)=    0 (174.4,503.9)=    0 (163.8,507.1)=    0 (149.5,509.5)=    0 (136.9,514.6)=    0 (119.8,520.9)=    0 (101.2,528.5)=    0 ( 83.1,535.2)=    0 ( 65.4,537.0)=    0 ( 42.1,537.5)=    0 ( 26.5,538.1)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    105 | (101.0,436.0)= 5321 (105.1,428.1)=    0 (104.9,421.0)=    0 (107.4,412.7)=    0 (109.0,406.9)=    0 (103.1,406.6)=    0 ( 90.8,410.2)=    0 ( 73.8,412.0)=    0 ( 59.5,417.2)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    106 | (142.0,207.0)= 5248 (146.7,197.4)=    0 (146.8,188.8)=    0 (149.8,179.0)=    0 (150.9,171.6)=    0 (144.4,169.0)=    0 (130.1,171.4)=    0 (111.7,170.7)=    0 ( 95.4,174.5)=    0 ( 73.5,178.7)=    0 ( 49.7,183.7)=    0 ( 26.5,189.7)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    107 | (196.0,312.0)= 5193 (201.0,303.6)=    0 (201.4,296.1)=    0 (204.7,287.2)=    0 (206.6,280.7)=    0 (201.7,278.8)=    0 (207.3,285.8)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    108 | (125.0,193.0)= 5170 (131.0,196.4)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    109 | (309.0,522.0)= 5155 (313.9,515.6)=    0 (315.1,509.7)=    0 (318.4,502.3)=    0 (321.1,497.0)=    0 (318.1,496.7)=    0 (308.7,499.2)=    0 (296.3,500.8)=    0 (285.3,505.3)=    0 (270.7,510.9)=    0 (283.9,506.5)=    0 (267.7,512.0)=    0 (252.1,513.2)=    0 (232.6,512.7)=    0 (219.1,512.9)=    0 (205.5,514.1)=    0 (192.7,515.4)=    0 (183.0,519.3)=    0 (169.7,521.9)=    0 (154.4,526.0)=    0 (144.9,529.6)=    0 (137.5,534.1)=    0 (129.4,539.9)=    0 (119.7,545.3)=    0 (108.2,553.3)=    0 ( 92.9,555.4)=    0 ( 83.5,549.1)=    0 ( 75.0,550.2)=    0 ( 70.9,550.7)=    0 ( 58.7,546.2)=    0 ( 46.2,542.6)=    0 ( 40.6,537.2)=    0 ( 39.4,537.5)=    0 ( 41.8,540.5)=    0 ( 41.9,544.0)=    0 ( 38.3,544.9)=    0 ( 32.6,543.5)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    110 | (126.0,205.0)= 5144 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    111 | (138.0,181.0)= 5141 (142.8,171.2)=    0 (142.8,162.2)=    0 (145.6,152.0)=    0 (146.6,144.4)=    0 (139.6,141.5)=    0 (125.4,143.9)=    0 (106.4,142.9)=    0 ( 89.6,146.4)=    0 ( 67.5,150.1)=    0 ( 43.2,155.0)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    112 | ( 86.0,292.0)= 5086 ( 90.3,283.1)=    0 ( 89.9,274.8)=    0 ( 92.4,265.5)=    0 ( 93.3,259.0)=    0 ( 86.2,257.4)=    0 ( 72.2,260.4)=    0 ( 53.2,261.0)=    0 ( 36.8,265.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    113 | (335.0,555.0)= 5038 (340.0,548.8)=    0 (340.8,543.1)=    0 (344.0,535.7)=    0 (346.5,530.6)=    0 (343.5,530.6)=    0 (333.8,533.6)=    0 (320.9,535.5)=    0 (309.5,540.4)=    0 (294.1,546.3)=    0 (277.3,553.6)=    0 (259.8,560.0)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    114 | (395.0,513.0)= 5033 (400.2,506.8)=    0 (401.8,501.0)=    0 (405.5,493.7)=    0 (408.8,488.3)=    0 (406.8,487.6)=    0 (398.3,489.9)=    0 (387.3,491.0)=    0 (377.0,495.0)=    0 (390.3,489.5)=    0 (375.8,495.3)=    0 (360.5,500.3)=    0 (346.3,501.3)=    0 (328.5,500.1)=    0 (316.2,500.2)=    0 (304.2,501.2)=    0 (292.7,502.7)=    0 (283.7,506.7)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
